Parameter,Region,Crop,Level
GAMMA_DEC,D02,ALFAL,7.82307E-05
GAMMA_DEC,D02,ALPIS,0.00201268
GAMMA_DEC,D02,CORN,0.000115669
GAMMA_DEC,D02,COTTN,0.000131114
GAMMA_DEC,D02,CUCUR,0.058808984
GAMMA_DEC,D02,DRYBN,0.027436429
GAMMA_DEC,D02,FRTOM,0.017656225
GAMMA_DEC,D02,GRAIN,0.000077637
GAMMA_DEC,D02,ONGAR,0.002827612
GAMMA_DEC,D02,OTHDEC,0.050706252
GAMMA_DEC,D02,OTHFLD,5.94176E-05
GAMMA_DEC,D02,OTHTRK,0.000567747
GAMMA_DEC,D02,PASTR,0.001841412
GAMMA_DEC,D02,POTATO,0.003154685
GAMMA_DEC,D02,PRTOM,0.002040542
GAMMA_DEC,D02,RICE,0
GAMMA_DEC,D02,SAFLR,0.004303176
GAMMA_DEC,D02,SBEET,0
GAMMA_DEC,D02,SUBTRP,0
GAMMA_DEC,D02,VINE,0.00180455
GAMMA_DEC,D03,ALFAL,0.000845031
GAMMA_DEC,D03,ALPIS,0.000607771
GAMMA_DEC,D03,CORN,0.005452566
GAMMA_DEC,D03,COTTN,0.000404768
GAMMA_DEC,D03,CUCUR,0.011029424
GAMMA_DEC,D03,DRYBN,0.043130134
GAMMA_DEC,D03,FRTOM,0.004917527
GAMMA_DEC,D03,GRAIN,0.000491266
GAMMA_DEC,D03,ONGAR,0.001687487
GAMMA_DEC,D03,OTHDEC,0.002896655
GAMMA_DEC,D03,OTHFLD,0.000403794
GAMMA_DEC,D03,OTHTRK,0.0004393
GAMMA_DEC,D03,PASTR,0
GAMMA_DEC,D03,POTATO,0.001995816
GAMMA_DEC,D03,PRTOM,0.001484408
GAMMA_DEC,D03,RICE,0
GAMMA_DEC,D03,SAFLR,0.017633481
GAMMA_DEC,D03,SBEET,0
GAMMA_DEC,D03,SUBTRP,9.56785E-05
GAMMA_DEC,D03,VINE,0.000410408
GAMMA_DEC,D04,ALFAL,0.013368821
GAMMA_DEC,D04,ALPIS,0
GAMMA_DEC,D04,CORN,0
GAMMA_DEC,D04,COTTN,0
GAMMA_DEC,D04,CUCUR,0
GAMMA_DEC,D04,DRYBN,0
GAMMA_DEC,D04,FRTOM,0
GAMMA_DEC,D04,GRAIN,0
GAMMA_DEC,D04,ONGAR,0.073623265
GAMMA_DEC,D04,OTHDEC,0
GAMMA_DEC,D04,OTHFLD,0
GAMMA_DEC,D04,OTHTRK,0.07422956
GAMMA_DEC,D04,PASTR,0
GAMMA_DEC,D04,POTATO,0
GAMMA_DEC,D04,PRTOM,0
GAMMA_DEC,D04,RICE,0
GAMMA_DEC,D04,SAFLR,0
GAMMA_DEC,D04,SBEET,0
GAMMA_DEC,D04,SUBTRP,0.010810811
GAMMA_DEC,D04,VINE,0
GAMMA_DEC,D01,ALFAL,0
GAMMA_DEC,D01,ALPIS,0
GAMMA_DEC,D01,CORN,0
GAMMA_DEC,D01,COTTN,0
GAMMA_DEC,D01,CUCUR,0
GAMMA_DEC,D01,DRYBN,0
GAMMA_DEC,D01,FRTOM,0
GAMMA_DEC,D01,GRAIN,0
GAMMA_DEC,D01,ONGAR,0
GAMMA_DEC,D01,OTHDEC,0
GAMMA_DEC,D01,OTHFLD,0
GAMMA_DEC,D01,OTHTRK,0
GAMMA_DEC,D01,PASTR,0
GAMMA_DEC,D01,POTATO,0
GAMMA_DEC,D01,PRTOM,0
GAMMA_DEC,D01,RICE,0
GAMMA_DEC,D01,SAFLR,0
GAMMA_DEC,D01,SBEET,0
GAMMA_DEC,D01,SUBTRP,0
GAMMA_DEC,D01,VINE,0
GAMMA_DEC,D05,ALFAL,0
GAMMA_DEC,D05,ALPIS,0.000488504
GAMMA_DEC,D05,CORN,0
GAMMA_DEC,D05,COTTN,0
GAMMA_DEC,D05,CUCUR,0.292192329
GAMMA_DEC,D05,DRYBN,0
GAMMA_DEC,D05,FRTOM,0
GAMMA_DEC,D05,GRAIN,0.002296587
GAMMA_DEC,D05,ONGAR,0
GAMMA_DEC,D05,OTHDEC,0.004945204
GAMMA_DEC,D05,OTHFLD,0.000660422
GAMMA_DEC,D05,OTHTRK,0.002311054
GAMMA_DEC,D05,PASTR,0
GAMMA_DEC,D05,POTATO,0
GAMMA_DEC,D05,PRTOM,0
GAMMA_DEC,D05,RICE,0
GAMMA_DEC,D05,SAFLR,0.009191177
GAMMA_DEC,D05,SBEET,0
GAMMA_DEC,D05,SUBTRP,0
GAMMA_DEC,D05,VINE,0.03636755
GAMMA_DEC,D06,ALFAL,8.90027E-05
GAMMA_DEC,D06,ALPIS,0.000148496
GAMMA_DEC,D06,CORN,0.000202033
GAMMA_DEC,D06,COTTN,0.000208044
GAMMA_DEC,D06,CUCUR,0.041688389
GAMMA_DEC,D06,DRYBN,0.012017979
GAMMA_DEC,D06,FRTOM,0
GAMMA_DEC,D06,GRAIN,0.000133089
GAMMA_DEC,D06,ONGAR,0.005479993
GAMMA_DEC,D06,OTHDEC,0.006149548
GAMMA_DEC,D06,OTHFLD,0.000134443
GAMMA_DEC,D06,OTHTRK,0.001924561
GAMMA_DEC,D06,PASTR,0.004586183
GAMMA_DEC,D06,POTATO,0
GAMMA_DEC,D06,PRTOM,0.003396974
GAMMA_DEC,D06,RICE,0
GAMMA_DEC,D06,SAFLR,0.017301038
GAMMA_DEC,D06,SBEET,0
GAMMA_DEC,D06,SUBTRP,0.00266967
GAMMA_DEC,D06,VINE,0.002024595
GAMMA_DEC,D07,ALFAL,0.000386968
GAMMA_DEC,D07,ALPIS,0.000813372
GAMMA_DEC,D07,CORN,0.002094314
GAMMA_DEC,D07,COTTN,0.000804059
GAMMA_DEC,D07,CUCUR,0
GAMMA_DEC,D07,DRYBN,0.028290408
GAMMA_DEC,D07,FRTOM,0
GAMMA_DEC,D07,GRAIN,0.000735398
GAMMA_DEC,D07,ONGAR,0.014981946
GAMMA_DEC,D07,OTHDEC,0
GAMMA_DEC,D07,OTHFLD,0.00069029
GAMMA_DEC,D07,OTHTRK,0.003337917
GAMMA_DEC,D07,PASTR,0.018914318
GAMMA_DEC,D07,POTATO,0.002920234
GAMMA_DEC,D07,PRTOM,0.047938639
GAMMA_DEC,D07,RICE,0
GAMMA_DEC,D07,SAFLR,0
GAMMA_DEC,D07,SBEET,0
GAMMA_DEC,D07,SUBTRP,0
GAMMA_DEC,D07,VINE,0.02779209
GAMMA_DEC,D08,ALFAL,0.000275941
GAMMA_DEC,D08,ALPIS,0.002314456
GAMMA_DEC,D08,CORN,0.001832601
GAMMA_DEC,D08,COTTN,0.000105324
GAMMA_DEC,D08,CUCUR,0.111634709
GAMMA_DEC,D08,DRYBN,0
GAMMA_DEC,D08,FRTOM,0
GAMMA_DEC,D08,GRAIN,0.000562358
GAMMA_DEC,D08,ONGAR,0.005220785
GAMMA_DEC,D08,OTHDEC,0.004532703
GAMMA_DEC,D08,OTHFLD,0.001119528
GAMMA_DEC,D08,OTHTRK,0
GAMMA_DEC,D08,PASTR,0
GAMMA_DEC,D08,POTATO,0
GAMMA_DEC,D08,PRTOM,0.004149165
GAMMA_DEC,D08,RICE,0
GAMMA_DEC,D08,SAFLR,0
GAMMA_DEC,D08,SBEET,0
GAMMA_DEC,D08,SUBTRP,0.02567002
GAMMA_DEC,D08,VINE,0.01872834
GAMMA_DEC,D09,ALFAL,0
GAMMA_DEC,D09,ALPIS,0.00085656
GAMMA_DEC,D09,CORN,0
GAMMA_DEC,D09,COTTN,0
GAMMA_DEC,D09,CUCUR,0.076923077
GAMMA_DEC,D09,DRYBN,0
GAMMA_DEC,D09,FRTOM,0
GAMMA_DEC,D09,GRAIN,0.006757553
GAMMA_DEC,D09,ONGAR,0
GAMMA_DEC,D09,OTHDEC,0.007154677
GAMMA_DEC,D09,OTHFLD,0
GAMMA_DEC,D09,OTHTRK,0.02219426
GAMMA_DEC,D09,PASTR,0
GAMMA_DEC,D09,POTATO,0.021095131
GAMMA_DEC,D09,PRTOM,0
GAMMA_DEC,D09,RICE,0
GAMMA_DEC,D09,SAFLR,0
GAMMA_DEC,D09,SBEET,0
GAMMA_DEC,D09,SUBTRP,0.000200385
GAMMA_DEC,D09,VINE,0.000920343
GAMMA_DEC,D10,ALFAL,0
GAMMA_DEC,D10,ALPIS,0
GAMMA_DEC,D10,CORN,0
GAMMA_DEC,D10,COTTN,0.000135224
GAMMA_DEC,D10,CUCUR,0
GAMMA_DEC,D10,DRYBN,0.02093364
GAMMA_DEC,D10,FRTOM,0
GAMMA_DEC,D10,GRAIN,0.003951458
GAMMA_DEC,D10,ONGAR,0.008816714
GAMMA_DEC,D10,OTHDEC,0
GAMMA_DEC,D10,OTHFLD,0
GAMMA_DEC,D10,OTHTRK,0
GAMMA_DEC,D10,PASTR,0
GAMMA_DEC,D10,POTATO,0
GAMMA_DEC,D10,PRTOM,0.001009788
GAMMA_DEC,D10,RICE,0
GAMMA_DEC,D10,SAFLR,0.002664289
GAMMA_DEC,D10,SBEET,0
GAMMA_DEC,D10,SUBTRP,0
GAMMA_DEC,D10,VINE,0
GAMMA_DEC,D11,ALFAL,0.032091344
GAMMA_DEC,D11,ALPIS,0.000555138
GAMMA_DEC,D11,CORN,0
GAMMA_DEC,D11,COTTN,0
GAMMA_DEC,D11,CUCUR,0
GAMMA_DEC,D11,DRYBN,0
GAMMA_DEC,D11,FRTOM,0
GAMMA_DEC,D11,GRAIN,0.001865303
GAMMA_DEC,D11,ONGAR,0
GAMMA_DEC,D11,OTHDEC,0.000984709
GAMMA_DEC,D11,OTHFLD,0
GAMMA_DEC,D11,OTHTRK,0
GAMMA_DEC,D11,PASTR,0.010411373
GAMMA_DEC,D11,POTATO,0
GAMMA_DEC,D11,PRTOM,0
GAMMA_DEC,D11,RICE,0
GAMMA_DEC,D11,SAFLR,0.013677187
GAMMA_DEC,D11,SBEET,0
GAMMA_DEC,D11,SUBTRP,0
GAMMA_DEC,D11,VINE,0.016606453
GAMMA_DEC,fk13,ALFAL,0.000192469
GAMMA_DEC,fk13,ALPIS,0.001220052
GAMMA_DEC,fk13,CORN,0.000102128
GAMMA_DEC,fk13,COTTN,0
GAMMA_DEC,fk13,CUCUR,0
GAMMA_DEC,fk13,DRYBN,0.002025703
GAMMA_DEC,fk13,FRTOM,0
GAMMA_DEC,fk13,GRAIN,0
GAMMA_DEC,fk13,ONGAR,0
GAMMA_DEC,fk13,OTHDEC,0.001978954
GAMMA_DEC,fk13,OTHFLD,0
GAMMA_DEC,fk13,OTHTRK,0.035448488
GAMMA_DEC,fk13,PASTR,0.024866404
GAMMA_DEC,fk13,POTATO,0
GAMMA_DEC,fk13,PRTOM,0
GAMMA_DEC,fk13,RICE,0
GAMMA_DEC,fk13,SAFLR,0
GAMMA_DEC,fk13,SBEET,0
GAMMA_DEC,fk13,SUBTRP,0.030407513
GAMMA_DEC,fk13,VINE,0.012854447
GAMMA_DEC,fk08,ALFAL,0.003700434
GAMMA_DEC,fk08,ALPIS,0.001793529
GAMMA_DEC,fk08,CORN,0.000906742
GAMMA_DEC,fk08,COTTN,0
GAMMA_DEC,fk08,CUCUR,0
GAMMA_DEC,fk08,DRYBN,0
GAMMA_DEC,fk08,FRTOM,0
GAMMA_DEC,fk08,GRAIN,0.030674344
GAMMA_DEC,fk08,ONGAR,0
GAMMA_DEC,fk08,OTHDEC,0.003990395
GAMMA_DEC,fk08,OTHFLD,0
GAMMA_DEC,fk08,OTHTRK,0
GAMMA_DEC,fk08,PASTR,0
GAMMA_DEC,fk08,POTATO,0
GAMMA_DEC,fk08,PRTOM,0
GAMMA_DEC,fk08,RICE,0
GAMMA_DEC,fk08,SAFLR,0
GAMMA_DEC,fk08,SBEET,0
GAMMA_DEC,fk08,SUBTRP,0.003505288
GAMMA_DEC,fk08,VINE,0.002428847
GAMMA_DEC,fk01,ALFAL,0.020384263
GAMMA_DEC,fk01,ALPIS,0.000524475
GAMMA_DEC,fk01,CORN,0.017561066
GAMMA_DEC,fk01,COTTN,0
GAMMA_DEC,fk01,CUCUR,0.269324359
GAMMA_DEC,fk01,DRYBN,0.077594081
GAMMA_DEC,fk01,FRTOM,0
GAMMA_DEC,fk01,GRAIN,0
GAMMA_DEC,fk01,ONGAR,0
GAMMA_DEC,fk01,OTHDEC,0.011364442
GAMMA_DEC,fk01,OTHFLD,0
GAMMA_DEC,fk01,OTHTRK,0.007588207
GAMMA_DEC,fk01,PASTR,0
GAMMA_DEC,fk01,POTATO,0
GAMMA_DEC,fk01,PRTOM,0
GAMMA_DEC,fk01,RICE,0
GAMMA_DEC,fk01,SAFLR,0
GAMMA_DEC,fk01,SBEET,0
GAMMA_DEC,fk01,SUBTRP,0.004054134
GAMMA_DEC,fk01,VINE,0.000368494
GAMMA_DEC,fk06,ALFAL,0.000148061
GAMMA_DEC,fk06,ALPIS,0.000740414
GAMMA_DEC,fk06,CORN,5.39897E-05
GAMMA_DEC,fk06,COTTN,0
GAMMA_DEC,fk06,CUCUR,0
GAMMA_DEC,fk06,DRYBN,0.024900663
GAMMA_DEC,fk06,FRTOM,0.021647183
GAMMA_DEC,fk06,GRAIN,0.009231031
GAMMA_DEC,fk06,ONGAR,0
GAMMA_DEC,fk06,OTHDEC,0.001930066
GAMMA_DEC,fk06,OTHFLD,0
GAMMA_DEC,fk06,OTHTRK,0.007119514
GAMMA_DEC,fk06,PASTR,0.038448628
GAMMA_DEC,fk06,POTATO,0
GAMMA_DEC,fk06,PRTOM,0
GAMMA_DEC,fk06,RICE,0
GAMMA_DEC,fk06,SAFLR,0
GAMMA_DEC,fk06,SBEET,0
GAMMA_DEC,fk06,SUBTRP,0.013859574
GAMMA_DEC,fk06,VINE,0.004957025
GAMMA_DEC,fk03,ALFAL,0.017902417
GAMMA_DEC,fk03,ALPIS,0.002102925
GAMMA_DEC,fk03,CORN,0
GAMMA_DEC,fk03,COTTN,0
GAMMA_DEC,fk03,CUCUR,0
GAMMA_DEC,fk03,DRYBN,0
GAMMA_DEC,fk03,FRTOM,0
GAMMA_DEC,fk03,GRAIN,0
GAMMA_DEC,fk03,ONGAR,0
GAMMA_DEC,fk03,OTHDEC,0.045231802
GAMMA_DEC,fk03,OTHFLD,0
GAMMA_DEC,fk03,OTHTRK,0.038506326
GAMMA_DEC,fk03,PASTR,0
GAMMA_DEC,fk03,POTATO,0
GAMMA_DEC,fk03,PRTOM,0
GAMMA_DEC,fk03,RICE,0
GAMMA_DEC,fk03,SAFLR,0
GAMMA_DEC,fk03,SBEET,0
GAMMA_DEC,fk03,SUBTRP,0.011072458
GAMMA_DEC,fk03,VINE,0.001682899
GAMMA_DEC,fk05,ALFAL,0
GAMMA_DEC,fk05,ALPIS,0
GAMMA_DEC,fk05,CORN,0
GAMMA_DEC,fk05,COTTN,0
GAMMA_DEC,fk05,CUCUR,0
GAMMA_DEC,fk05,DRYBN,0
GAMMA_DEC,fk05,FRTOM,0
GAMMA_DEC,fk05,GRAIN,0
GAMMA_DEC,fk05,ONGAR,0
GAMMA_DEC,fk05,OTHDEC,0.029972281
GAMMA_DEC,fk05,OTHFLD,0
GAMMA_DEC,fk05,OTHTRK,0
GAMMA_DEC,fk05,PASTR,0
GAMMA_DEC,fk05,POTATO,0
GAMMA_DEC,fk05,PRTOM,0
GAMMA_DEC,fk05,RICE,0
GAMMA_DEC,fk05,SAFLR,0
GAMMA_DEC,fk05,SBEET,0
GAMMA_DEC,fk05,SUBTRP,0.002000226
GAMMA_DEC,fk05,VINE,0
GAMMA_DEC,fk02,ALFAL,0
GAMMA_DEC,fk02,ALPIS,0.13658603
GAMMA_DEC,fk02,CORN,0
GAMMA_DEC,fk02,COTTN,0
GAMMA_DEC,fk02,CUCUR,0
GAMMA_DEC,fk02,DRYBN,0
GAMMA_DEC,fk02,FRTOM,0
GAMMA_DEC,fk02,GRAIN,0
GAMMA_DEC,fk02,ONGAR,0
GAMMA_DEC,fk02,OTHDEC,0.023695692
GAMMA_DEC,fk02,OTHFLD,0
GAMMA_DEC,fk02,OTHTRK,0
GAMMA_DEC,fk02,PASTR,0
GAMMA_DEC,fk02,POTATO,0
GAMMA_DEC,fk02,PRTOM,0
GAMMA_DEC,fk02,RICE,0
GAMMA_DEC,fk02,SAFLR,0
GAMMA_DEC,fk02,SBEET,0
GAMMA_DEC,fk02,SUBTRP,0.006165798
GAMMA_DEC,fk02,VINE,0.041109224
GAMMA_DEC,fk04,ALFAL,0.002859001
GAMMA_DEC,fk04,ALPIS,0.0141477
GAMMA_DEC,fk04,CORN,0.003039306
GAMMA_DEC,fk04,COTTN,0
GAMMA_DEC,fk04,CUCUR,0
GAMMA_DEC,fk04,DRYBN,0.012958642
GAMMA_DEC,fk04,FRTOM,0
GAMMA_DEC,fk04,GRAIN,0.035873105
GAMMA_DEC,fk04,ONGAR,0
GAMMA_DEC,fk04,OTHDEC,0.004101597
GAMMA_DEC,fk04,OTHFLD,0
GAMMA_DEC,fk04,OTHTRK,0.066963117
GAMMA_DEC,fk04,PASTR,0.024371528
GAMMA_DEC,fk04,POTATO,0
GAMMA_DEC,fk04,PRTOM,0
GAMMA_DEC,fk04,RICE,0
GAMMA_DEC,fk04,SAFLR,0
GAMMA_DEC,fk04,SBEET,0
GAMMA_DEC,fk04,SUBTRP,0.000630704
GAMMA_DEC,fk04,VINE,0.008745935
GAMMA_DEC,fk07,ALFAL,0.001410831
GAMMA_DEC,fk07,ALPIS,0.006007385
GAMMA_DEC,fk07,CORN,0.001607467
GAMMA_DEC,fk07,COTTN,0
GAMMA_DEC,fk07,CUCUR,0
GAMMA_DEC,fk07,DRYBN,0.046940593
GAMMA_DEC,fk07,FRTOM,0
GAMMA_DEC,fk07,GRAIN,0.012602575
GAMMA_DEC,fk07,ONGAR,0
GAMMA_DEC,fk07,OTHDEC,0.002083343
GAMMA_DEC,fk07,OTHFLD,0
GAMMA_DEC,fk07,OTHTRK,0.023324669
GAMMA_DEC,fk07,PASTR,0.034802281
GAMMA_DEC,fk07,POTATO,0
GAMMA_DEC,fk07,PRTOM,0
GAMMA_DEC,fk07,RICE,0
GAMMA_DEC,fk07,SAFLR,0
GAMMA_DEC,fk07,SBEET,0
GAMMA_DEC,fk07,SUBTRP,0.010172222
GAMMA_DEC,fk07,VINE,0.01379281
GAMMA_DEC,fk11,ALFAL,0
GAMMA_DEC,fk11,ALPIS,0
GAMMA_DEC,fk11,CORN,0
GAMMA_DEC,fk11,COTTN,0
GAMMA_DEC,fk11,CUCUR,0
GAMMA_DEC,fk11,DRYBN,0
GAMMA_DEC,fk11,FRTOM,0
GAMMA_DEC,fk11,GRAIN,0
GAMMA_DEC,fk11,ONGAR,0
GAMMA_DEC,fk11,OTHDEC,0
GAMMA_DEC,fk11,OTHFLD,0
GAMMA_DEC,fk11,OTHTRK,0
GAMMA_DEC,fk11,PASTR,0
GAMMA_DEC,fk11,POTATO,0
GAMMA_DEC,fk11,PRTOM,0
GAMMA_DEC,fk11,RICE,0
GAMMA_DEC,fk11,SAFLR,0
GAMMA_DEC,fk11,SBEET,0
GAMMA_DEC,fk11,SUBTRP,0.016317865
GAMMA_DEC,fk11,VINE,0
GAMMA_DEC,fk14,ALFAL,0
GAMMA_DEC,fk14,ALPIS,0
GAMMA_DEC,fk14,CORN,0
GAMMA_DEC,fk14,COTTN,0
GAMMA_DEC,fk14,CUCUR,0
GAMMA_DEC,fk14,DRYBN,0
GAMMA_DEC,fk14,FRTOM,0
GAMMA_DEC,fk14,GRAIN,0
GAMMA_DEC,fk14,ONGAR,0
GAMMA_DEC,fk14,OTHDEC,0
GAMMA_DEC,fk14,OTHFLD,0
GAMMA_DEC,fk14,OTHTRK,0
GAMMA_DEC,fk14,PASTR,0
GAMMA_DEC,fk14,POTATO,0
GAMMA_DEC,fk14,PRTOM,0
GAMMA_DEC,fk14,RICE,0
GAMMA_DEC,fk14,SAFLR,0
GAMMA_DEC,fk14,SBEET,0
GAMMA_DEC,fk14,SUBTRP,0
GAMMA_DEC,fk14,VINE,0
GAMMA_DEC,fk12,ALFAL,0
GAMMA_DEC,fk12,ALPIS,0.006517545
GAMMA_DEC,fk12,CORN,0
GAMMA_DEC,fk12,COTTN,0
GAMMA_DEC,fk12,CUCUR,0
GAMMA_DEC,fk12,DRYBN,0
GAMMA_DEC,fk12,FRTOM,0
GAMMA_DEC,fk12,GRAIN,0.034038041
GAMMA_DEC,fk12,ONGAR,0
GAMMA_DEC,fk12,OTHDEC,0.040759939
GAMMA_DEC,fk12,OTHFLD,0
GAMMA_DEC,fk12,OTHTRK,0
GAMMA_DEC,fk12,PASTR,0
GAMMA_DEC,fk12,POTATO,0
GAMMA_DEC,fk12,PRTOM,0
GAMMA_DEC,fk12,RICE,0
GAMMA_DEC,fk12,SAFLR,0
GAMMA_DEC,fk12,SBEET,0
GAMMA_DEC,fk12,SUBTRP,0.006809728
GAMMA_DEC,fk12,VINE,0
GAMMA_DEC,fk10,ALFAL,0.000596514
GAMMA_DEC,fk10,ALPIS,0.000583672
GAMMA_DEC,fk10,CORN,0.002615708
GAMMA_DEC,fk10,COTTN,0.005481623
GAMMA_DEC,fk10,CUCUR,0.19971042
GAMMA_DEC,fk10,DRYBN,0
GAMMA_DEC,fk10,FRTOM,0
GAMMA_DEC,fk10,GRAIN,0.001418407
GAMMA_DEC,fk10,ONGAR,0.021811855
GAMMA_DEC,fk10,OTHDEC,0.007741891
GAMMA_DEC,fk10,OTHFLD,0.002294269
GAMMA_DEC,fk10,OTHTRK,0.023228578
GAMMA_DEC,fk10,PASTR,0
GAMMA_DEC,fk10,POTATO,0
GAMMA_DEC,fk10,PRTOM,0
GAMMA_DEC,fk10,RICE,0
GAMMA_DEC,fk10,SAFLR,0
GAMMA_DEC,fk10,SBEET,0
GAMMA_DEC,fk10,SUBTRP,0.000458456
GAMMA_DEC,fk10,VINE,0.000568828
GAMMA_DEC,fk09,ALFAL,0.000797099
GAMMA_DEC,fk09,ALPIS,0.000543753
GAMMA_DEC,fk09,CORN,0.002323714
GAMMA_DEC,fk09,COTTN,0.00158255
GAMMA_DEC,fk09,CUCUR,0
GAMMA_DEC,fk09,DRYBN,0.009321825
GAMMA_DEC,fk09,FRTOM,0
GAMMA_DEC,fk09,GRAIN,0.001499048
GAMMA_DEC,fk09,ONGAR,0.039458952
GAMMA_DEC,fk09,OTHDEC,0.008787619
GAMMA_DEC,fk09,OTHFLD,0
GAMMA_DEC,fk09,OTHTRK,0.004988165
GAMMA_DEC,fk09,PASTR,0
GAMMA_DEC,fk09,POTATO,0.010272236
GAMMA_DEC,fk09,PRTOM,0.022982166
GAMMA_DEC,fk09,RICE,0
GAMMA_DEC,fk09,SAFLR,0
GAMMA_DEC,fk09,SBEET,0
GAMMA_DEC,fk09,SUBTRP,0
GAMMA_DEC,fk09,VINE,0.005109091
GAMMA_DEC,ot2,ALFAL,0.000862396
GAMMA_DEC,ot2,ALPIS,0.000269564
GAMMA_DEC,ot2,CORN,0.007206595
GAMMA_DEC,ot2,COTTN,0.000851942
GAMMA_DEC,ot2,CUCUR,0.189144076
GAMMA_DEC,ot2,DRYBN,0.021168
GAMMA_DEC,ot2,FRTOM,0
GAMMA_DEC,ot2,GRAIN,0.001133637
GAMMA_DEC,ot2,ONGAR,0.005817513
GAMMA_DEC,ot2,OTHDEC,0.006836081
GAMMA_DEC,ot2,OTHFLD,0.002849712
GAMMA_DEC,ot2,OTHTRK,0.002069425
GAMMA_DEC,ot2,PASTR,0
GAMMA_DEC,ot2,POTATO,0.002536288
GAMMA_DEC,ot2,PRTOM,0.009867576
GAMMA_DEC,ot2,RICE,0
GAMMA_DEC,ot2,SAFLR,0
GAMMA_DEC,ot2,SBEET,0
GAMMA_DEC,ot2,SUBTRP,0
GAMMA_DEC,ot2,VINE,0.001489203
GAMMA_DEC,ot3,ALFAL,0
GAMMA_DEC,ot3,ALPIS,0.064096581
GAMMA_DEC,ot3,CORN,0
GAMMA_DEC,ot3,COTTN,0
GAMMA_DEC,ot3,CUCUR,0
GAMMA_DEC,ot3,DRYBN,0
GAMMA_DEC,ot3,FRTOM,0
GAMMA_DEC,ot3,GRAIN,0
GAMMA_DEC,ot3,ONGAR,0
GAMMA_DEC,ot3,OTHDEC,0
GAMMA_DEC,ot3,OTHFLD,0
GAMMA_DEC,ot3,OTHTRK,0
GAMMA_DEC,ot3,PASTR,0
GAMMA_DEC,ot3,POTATO,0
GAMMA_DEC,ot3,PRTOM,0
GAMMA_DEC,ot3,RICE,0
GAMMA_DEC,ot3,SAFLR,0
GAMMA_DEC,ot3,SBEET,0
GAMMA_DEC,ot3,SUBTRP,0.002283185
GAMMA_DEC,ot3,VINE,0
GAMMA_DEC,ot1,ALFAL,0
GAMMA_DEC,ot1,ALPIS,0.000725635
GAMMA_DEC,ot1,CORN,0
GAMMA_DEC,ot1,COTTN,0
GAMMA_DEC,ot1,CUCUR,0
GAMMA_DEC,ot1,DRYBN,0
GAMMA_DEC,ot1,FRTOM,0
GAMMA_DEC,ot1,GRAIN,0
GAMMA_DEC,ot1,ONGAR,0
GAMMA_DEC,ot1,OTHDEC,0.003502838
GAMMA_DEC,ot1,OTHFLD,0
GAMMA_DEC,ot1,OTHTRK,0
GAMMA_DEC,ot1,PASTR,0
GAMMA_DEC,ot1,POTATO,0
GAMMA_DEC,ot1,PRTOM,0
GAMMA_DEC,ot1,RICE,0
GAMMA_DEC,ot1,SAFLR,0
GAMMA_DEC,ot1,SBEET,0
GAMMA_DEC,ot1,SUBTRP,0
GAMMA_DEC,ot1,VINE,0.007338384
