"Parameter","Region","Crop","Level"
"Tau","D02","ALFAL",1.91
"Tau","D02","ALPIS",0.43
"Tau","D02","CORN",15.25
"Tau","D02","COTTN",0.40
"Tau","D02","CUCUR",2.08
"Tau","D02","DRYBN",1.08
"Tau","D02","FRTOM",11.28
"Tau","D02","GRAIN",3.21
"Tau","D02","ONGAR",8.20
"Tau","D02","OTHDEC",3.22
"Tau","D02","OTHFLD",3.05
"Tau","D02","OTHTRK",5.05
"Tau","D02","PASTR",0.60
"Tau","D02","POTATO",22.59
"Tau","D02","PRTOM",34.32
"Tau","D02","RICE",0.00
"Tau","D02","SAFLR",0.79
"Tau","D02","SBEET",0.00
"Tau","D02","SUBTRP",0.00
"Tau","D02","VINE",6.05
"Tau","D03","ALFAL",1.60
"Tau","D03","ALPIS",0.48
"Tau","D03","CORN",13.81
"Tau","D03","COTTN",0.39
"Tau","D03","CUCUR",9.92
"Tau","D03","DRYBN",1.05
"Tau","D03","FRTOM",13.85
"Tau","D03","GRAIN",3.08
"Tau","D03","ONGAR",9.29
"Tau","D03","OTHDEC",3.61
"Tau","D03","OTHFLD",2.97
"Tau","D03","OTHTRK",5.97
"Tau","D03","PASTR",0.00
"Tau","D03","POTATO",18.09
"Tau","D03","PRTOM",33.43
"Tau","D03","RICE",0.00
"Tau","D03","SAFLR",0.81
"Tau","D03","SBEET",0.00
"Tau","D03","SUBTRP",5.37
"Tau","D03","VINE",6.69
"Tau","D04","ALFAL",1.98
"Tau","D04","ALPIS",0.00
"Tau","D04","CORN",0.00
"Tau","D04","COTTN",0.00
"Tau","D04","CUCUR",0.00
"Tau","D04","DRYBN",0.00
"Tau","D04","FRTOM",0.00
"Tau","D04","GRAIN",0.00
"Tau","D04","ONGAR",1.31
"Tau","D04","OTHDEC",0.00
"Tau","D04","OTHFLD",0.00
"Tau","D04","OTHTRK",0.50
"Tau","D04","PASTR",0.00
"Tau","D04","POTATO",0.00
"Tau","D04","PRTOM",0.00
"Tau","D04","RICE",0.00
"Tau","D04","SAFLR",0.00
"Tau","D04","SBEET",0.00
"Tau","D04","SUBTRP",5.69
"Tau","D04","VINE",0.00
"Tau","D01","ALFAL",0.00
"Tau","D01","ALPIS",0.00
"Tau","D01","CORN",0.00
"Tau","D01","COTTN",0.00
"Tau","D01","CUCUR",0.00
"Tau","D01","DRYBN",0.00
"Tau","D01","FRTOM",0.00
"Tau","D01","GRAIN",0.00
"Tau","D01","ONGAR",0.00
"Tau","D01","OTHDEC",0.00
"Tau","D01","OTHFLD",0.00
"Tau","D01","OTHTRK",0.00
"Tau","D01","PASTR",0.00
"Tau","D01","POTATO",0.00
"Tau","D01","PRTOM",0.00
"Tau","D01","RICE",0.00
"Tau","D01","SAFLR",0.00
"Tau","D01","SBEET",0.00
"Tau","D01","SUBTRP",0.00
"Tau","D01","VINE",0.00
"Tau","D05","ALFAL",0.00
"Tau","D05","ALPIS",0.43
"Tau","D05","CORN",0.00
"Tau","D05","COTTN",0.00
"Tau","D05","CUCUR",0.30
"Tau","D05","DRYBN",0.00
"Tau","D05","FRTOM",0.00
"Tau","D05","GRAIN",2.98
"Tau","D05","ONGAR",0.00
"Tau","D05","OTHDEC",3.05
"Tau","D05","OTHFLD",2.55
"Tau","D05","OTHTRK",5.40
"Tau","D05","PASTR",0.00
"Tau","D05","POTATO",0.00
"Tau","D05","PRTOM",0.00
"Tau","D05","RICE",0.00
"Tau","D05","SAFLR",0.70
"Tau","D05","SBEET",0.00
"Tau","D05","SUBTRP",0.00
"Tau","D05","VINE",5.92
"Tau","D06","ALFAL",1.95
"Tau","D06","ALPIS",0.48
"Tau","D06","CORN",14.91
"Tau","D06","COTTN",0.38
"Tau","D06","CUCUR",3.15
"Tau","D06","DRYBN",1.00
"Tau","D06","FRTOM",0.00
"Tau","D06","GRAIN",3.26
"Tau","D06","ONGAR",8.11
"Tau","D06","OTHDEC",3.39
"Tau","D06","OTHFLD",2.90
"Tau","D06","OTHTRK",4.90
"Tau","D06","PASTR",0.61
"Tau","D06","POTATO",0.00
"Tau","D06","PRTOM",33.52
"Tau","D06","RICE",0.00
"Tau","D06","SAFLR",0.79
"Tau","D06","SBEET",0.00
"Tau","D06","SUBTRP",6.54
"Tau","D06","VINE",6.75
"Tau","D07","ALFAL",1.91
"Tau","D07","ALPIS",0.45
"Tau","D07","CORN",15.96
"Tau","D07","COTTN",0.42
"Tau","D07","CUCUR",0.00
"Tau","D07","DRYBN",1.13
"Tau","D07","FRTOM",0.00
"Tau","D07","GRAIN",3.29
"Tau","D07","ONGAR",7.58
"Tau","D07","OTHDEC",0.00
"Tau","D07","OTHFLD",3.20
"Tau","D07","OTHTRK",5.19
"Tau","D07","PASTR",0.60
"Tau","D07","POTATO",23.00
"Tau","D07","PRTOM",12.98
"Tau","D07","RICE",0.00
"Tau","D07","SAFLR",0.00
"Tau","D07","SBEET",0.00
"Tau","D07","SUBTRP",0.00
"Tau","D07","VINE",6.34
"Tau","D08","ALFAL",1.89
"Tau","D08","ALPIS",0.60
"Tau","D08","CORN",18.53
"Tau","D08","COTTN",0.49
"Tau","D08","CUCUR",0.96
"Tau","D08","DRYBN",0.00
"Tau","D08","FRTOM",0.00
"Tau","D08","GRAIN",3.55
"Tau","D08","ONGAR",10.01
"Tau","D08","OTHDEC",4.24
"Tau","D08","OTHFLD",3.71
"Tau","D08","OTHTRK",0.00
"Tau","D08","PASTR",0.00
"Tau","D08","POTATO",0.00
"Tau","D08","PRTOM",39.47
"Tau","D08","RICE",0.00
"Tau","D08","SAFLR",0.00
"Tau","D08","SBEET",0.00
"Tau","D08","SUBTRP",3.66
"Tau","D08","VINE",8.39
"Tau","D09","ALFAL",0.00
"Tau","D09","ALPIS",0.34
"Tau","D09","CORN",0.00
"Tau","D09","COTTN",0.00
"Tau","D09","CUCUR",1.50
"Tau","D09","DRYBN",0.00
"Tau","D09","FRTOM",0.00
"Tau","D09","GRAIN",2.69
"Tau","D09","ONGAR",0.00
"Tau","D09","OTHDEC",2.42
"Tau","D09","OTHFLD",0.00
"Tau","D09","OTHTRK",2.12
"Tau","D09","PASTR",0.00
"Tau","D09","POTATO",12.58
"Tau","D09","PRTOM",0.00
"Tau","D09","RICE",0.00
"Tau","D09","SAFLR",0.00
"Tau","D09","SBEET",0.00
"Tau","D09","SUBTRP",3.98
"Tau","D09","VINE",4.88
"Tau","D10","ALFAL",0.00
"Tau","D10","ALPIS",0.00
"Tau","D10","CORN",0.00
"Tau","D10","COTTN",0.32
"Tau","D10","CUCUR",0.00
"Tau","D10","DRYBN",0.89
"Tau","D10","FRTOM",0.00
"Tau","D10","GRAIN",2.78
"Tau","D10","ONGAR",6.65
"Tau","D10","OTHDEC",0.00
"Tau","D10","OTHFLD",0.00
"Tau","D10","OTHTRK",0.00
"Tau","D10","PASTR",0.00
"Tau","D10","POTATO",0.00
"Tau","D10","PRTOM",28.56
"Tau","D10","RICE",0.00
"Tau","D10","SAFLR",0.63
"Tau","D10","SBEET",0.00
"Tau","D10","SUBTRP",0.00
"Tau","D10","VINE",0.00
"Tau","D11","ALFAL",1.89
"Tau","D11","ALPIS",0.47
"Tau","D11","CORN",0.00
"Tau","D11","COTTN",0.00
"Tau","D11","CUCUR",0.00
"Tau","D11","DRYBN",0.00
"Tau","D11","FRTOM",0.00
"Tau","D11","GRAIN",3.17
"Tau","D11","ONGAR",0.00
"Tau","D11","OTHDEC",3.37
"Tau","D11","OTHFLD",0.00
"Tau","D11","OTHTRK",0.00
"Tau","D11","PASTR",0.61
"Tau","D11","POTATO",0.00
"Tau","D11","PRTOM",0.00
"Tau","D11","RICE",0.00
"Tau","D11","SAFLR",0.77
"Tau","D11","SBEET",0.00
"Tau","D11","SUBTRP",0.00
"Tau","D11","VINE",6.54
"Tau","fk13","ALFAL",1.93
"Tau","fk13","ALPIS",0.62
"Tau","fk13","CORN",17.37
"Tau","fk13","COTTN",0.00
"Tau","fk13","CUCUR",0.00
"Tau","fk13","DRYBN",1.22
"Tau","fk13","FRTOM",0.00
"Tau","fk13","GRAIN",0.00
"Tau","fk13","ONGAR",0.00
"Tau","fk13","OTHDEC",4.13
"Tau","fk13","OTHFLD",0.00
"Tau","fk13","OTHTRK",1.21
"Tau","fk13","PASTR",0.63
"Tau","fk13","POTATO",0.00
"Tau","fk13","PRTOM",0.00
"Tau","fk13","RICE",0.00
"Tau","fk13","SAFLR",0.00
"Tau","fk13","SBEET",0.00
"Tau","fk13","SUBTRP",2.98
"Tau","fk13","VINE",7.83
"Tau","fk08","ALFAL",1.87
"Tau","fk08","ALPIS",0.52
"Tau","fk08","CORN",15.07
"Tau","fk08","COTTN",0.00
"Tau","fk08","CUCUR",0.00
"Tau","fk08","DRYBN",0.00
"Tau","fk08","FRTOM",0.00
"Tau","fk08","GRAIN",2.84
"Tau","fk08","ONGAR",0.00
"Tau","fk08","OTHDEC",3.49
"Tau","fk08","OTHFLD",0.00
"Tau","fk08","OTHTRK",0.00
"Tau","fk08","PASTR",0.00
"Tau","fk08","POTATO",0.00
"Tau","fk08","PRTOM",0.00
"Tau","fk08","RICE",0.00
"Tau","fk08","SAFLR",0.00
"Tau","fk08","SBEET",0.00
"Tau","fk08","SUBTRP",6.41
"Tau","fk08","VINE",6.64
"Tau","fk01","ALFAL",1.97
"Tau","fk01","ALPIS",0.55
"Tau","fk01","CORN",14.76
"Tau","fk01","COTTN",0.00
"Tau","fk01","CUCUR",0.33
"Tau","fk01","DRYBN",1.11
"Tau","fk01","FRTOM",0.00
"Tau","fk01","GRAIN",0.00
"Tau","fk01","ONGAR",0.00
"Tau","fk01","OTHDEC",3.67
"Tau","fk01","OTHFLD",0.00
"Tau","fk01","OTHTRK",5.69
"Tau","fk01","PASTR",0.00
"Tau","fk01","POTATO",0.00
"Tau","fk01","PRTOM",0.00
"Tau","fk01","RICE",0.00
"Tau","fk01","SAFLR",0.00
"Tau","fk01","SBEET",0.00
"Tau","fk01","SUBTRP",6.74
"Tau","fk01","VINE",6.98
"Tau","fk06","ALFAL",1.93
"Tau","fk06","ALPIS",0.55
"Tau","fk06","CORN",15.47
"Tau","fk06","COTTN",0.00
"Tau","fk06","CUCUR",0.00
"Tau","fk06","DRYBN",1.10
"Tau","fk06","FRTOM",9.45
"Tau","fk06","GRAIN",3.50
"Tau","fk06","ONGAR",0.00
"Tau","fk06","OTHDEC",3.64
"Tau","fk06","OTHFLD",0.00
"Tau","fk06","OTHTRK",5.77
"Tau","fk06","PASTR",0.63
"Tau","fk06","POTATO",0.00
"Tau","fk06","PRTOM",0.00
"Tau","fk06","RICE",0.00
"Tau","fk06","SAFLR",0.00
"Tau","fk06","SBEET",0.00
"Tau","fk06","SUBTRP",6.15
"Tau","fk06","VINE",6.93
"Tau","fk03","ALFAL",1.88
"Tau","fk03","ALPIS",0.40
"Tau","fk03","CORN",0.00
"Tau","fk03","COTTN",0.00
"Tau","fk03","CUCUR",0.00
"Tau","fk03","DRYBN",0.00
"Tau","fk03","FRTOM",0.00
"Tau","fk03","GRAIN",0.00
"Tau","fk03","ONGAR",0.00
"Tau","fk03","OTHDEC",2.86
"Tau","fk03","OTHFLD",0.00
"Tau","fk03","OTHTRK",1.10
"Tau","fk03","PASTR",0.00
"Tau","fk03","POTATO",0.00
"Tau","fk03","PRTOM",0.00
"Tau","fk03","RICE",0.00
"Tau","fk03","SAFLR",0.00
"Tau","fk03","SBEET",0.00
"Tau","fk03","SUBTRP",4.69
"Tau","fk03","VINE",5.77
"Tau","fk05","ALFAL",0.00
"Tau","fk05","ALPIS",0.00
"Tau","fk05","CORN",0.00
"Tau","fk05","COTTN",0.00
"Tau","fk05","CUCUR",0.00
"Tau","fk05","DRYBN",0.00
"Tau","fk05","FRTOM",0.00
"Tau","fk05","GRAIN",0.00
"Tau","fk05","ONGAR",0.00
"Tau","fk05","OTHDEC",1.67
"Tau","fk05","OTHFLD",0.00
"Tau","fk05","OTHTRK",0.00
"Tau","fk05","PASTR",0.00
"Tau","fk05","POTATO",0.00
"Tau","fk05","PRTOM",0.00
"Tau","fk05","RICE",0.00
"Tau","fk05","SAFLR",0.00
"Tau","fk05","SBEET",0.00
"Tau","fk05","SUBTRP",3.09
"Tau","fk05","VINE",0.00
"Tau","fk02","ALFAL",0.00
"Tau","fk02","ALPIS",0.34
"Tau","fk02","CORN",0.00
"Tau","fk02","COTTN",0.00
"Tau","fk02","CUCUR",0.00
"Tau","fk02","DRYBN",0.00
"Tau","fk02","FRTOM",0.00
"Tau","fk02","GRAIN",0.00
"Tau","fk02","ONGAR",0.00
"Tau","fk02","OTHDEC",3.53
"Tau","fk02","OTHFLD",0.00
"Tau","fk02","OTHTRK",0.00
"Tau","fk02","PASTR",0.00
"Tau","fk02","POTATO",0.00
"Tau","fk02","PRTOM",0.00
"Tau","fk02","RICE",0.00
"Tau","fk02","SAFLR",0.00
"Tau","fk02","SBEET",0.00
"Tau","fk02","SUBTRP",6.52
"Tau","fk02","VINE",6.74
"Tau","fk04","ALFAL",1.93
"Tau","fk04","ALPIS",0.64
"Tau","fk04","CORN",17.82
"Tau","fk04","COTTN",0.00
"Tau","fk04","CUCUR",0.00
"Tau","fk04","DRYBN",1.25
"Tau","fk04","FRTOM",0.00
"Tau","fk04","GRAIN",2.45
"Tau","fk04","ONGAR",0.00
"Tau","fk04","OTHDEC",4.25
"Tau","fk04","OTHFLD",0.00
"Tau","fk04","OTHTRK",0.56
"Tau","fk04","PASTR",0.63
"Tau","fk04","POTATO",0.00
"Tau","fk04","PRTOM",0.00
"Tau","fk04","RICE",0.00
"Tau","fk04","SAFLR",0.00
"Tau","fk04","SBEET",0.00
"Tau","fk04","SUBTRP",7.75
"Tau","fk04","VINE",8.06
"Tau","fk07","ALFAL",1.93
"Tau","fk07","ALPIS",0.56
"Tau","fk07","CORN",15.75
"Tau","fk07","COTTN",0.00
"Tau","fk07","CUCUR",0.00
"Tau","fk07","DRYBN",1.12
"Tau","fk07","FRTOM",0.00
"Tau","fk07","GRAIN",3.51
"Tau","fk07","ONGAR",0.00
"Tau","fk07","OTHDEC",3.71
"Tau","fk07","OTHFLD",0.00
"Tau","fk07","OTHTRK",2.00
"Tau","fk07","PASTR",0.63
"Tau","fk07","POTATO",0.00
"Tau","fk07","PRTOM",0.00
"Tau","fk07","RICE",0.00
"Tau","fk07","SAFLR",0.00
"Tau","fk07","SBEET",0.00
"Tau","fk07","SUBTRP",6.69
"Tau","fk07","VINE",7.06
"Tau","fk11","ALFAL",0.00
"Tau","fk11","ALPIS",0.00
"Tau","fk11","CORN",0.00
"Tau","fk11","COTTN",0.00
"Tau","fk11","CUCUR",0.00
"Tau","fk11","DRYBN",0.00
"Tau","fk11","FRTOM",0.00
"Tau","fk11","GRAIN",0.00
"Tau","fk11","ONGAR",0.00
"Tau","fk11","OTHDEC",0.00
"Tau","fk11","OTHFLD",0.00
"Tau","fk11","OTHTRK",0.00
"Tau","fk11","PASTR",0.00
"Tau","fk11","POTATO",0.00
"Tau","fk11","PRTOM",0.00
"Tau","fk11","RICE",0.00
"Tau","fk11","SAFLR",0.00
"Tau","fk11","SBEET",0.00
"Tau","fk11","SUBTRP",5.36
"Tau","fk11","VINE",0.00
"Tau","fk14","ALFAL",0.00
"Tau","fk14","ALPIS",0.00
"Tau","fk14","CORN",0.00
"Tau","fk14","COTTN",0.00
"Tau","fk14","CUCUR",0.00
"Tau","fk14","DRYBN",0.00
"Tau","fk14","FRTOM",0.00
"Tau","fk14","GRAIN",0.00
"Tau","fk14","ONGAR",0.00
"Tau","fk14","OTHDEC",0.00
"Tau","fk14","OTHFLD",0.00
"Tau","fk14","OTHTRK",0.00
"Tau","fk14","PASTR",0.00
"Tau","fk14","POTATO",0.00
"Tau","fk14","PRTOM",0.00
"Tau","fk14","RICE",0.00
"Tau","fk14","SAFLR",0.00
"Tau","fk14","SBEET",0.00
"Tau","fk14","SUBTRP",0.00
"Tau","fk14","VINE",0.00
"Tau","fk12","ALFAL",0.00
"Tau","fk12","ALPIS",0.34
"Tau","fk12","CORN",0.00
"Tau","fk12","COTTN",0.00
"Tau","fk12","CUCUR",0.00
"Tau","fk12","DRYBN",0.00
"Tau","fk12","FRTOM",0.00
"Tau","fk12","GRAIN",2.34
"Tau","fk12","ONGAR",0.00
"Tau","fk12","OTHDEC",2.29
"Tau","fk12","OTHFLD",0.00
"Tau","fk12","OTHTRK",0.00
"Tau","fk12","PASTR",0.00
"Tau","fk12","POTATO",0.00
"Tau","fk12","PRTOM",0.00
"Tau","fk12","RICE",0.00
"Tau","fk12","SAFLR",0.00
"Tau","fk12","SBEET",0.00
"Tau","fk12","SUBTRP",4.21
"Tau","fk12","VINE",0.00
"Tau","fk10","ALFAL",1.58
"Tau","fk10","ALPIS",0.46
"Tau","fk10","CORN",14.07
"Tau","fk10","COTTN",0.36
"Tau","fk10","CUCUR",0.48
"Tau","fk10","DRYBN",0.00
"Tau","fk10","FRTOM",0.00
"Tau","fk10","GRAIN",3.32
"Tau","fk10","ONGAR",5.50
"Tau","fk10","OTHDEC",3.31
"Tau","fk10","OTHFLD",2.68
"Tau","fk10","OTHTRK",2.01
"Tau","fk10","PASTR",0.00
"Tau","fk10","POTATO",0.00
"Tau","fk10","PRTOM",0.00
"Tau","fk10","RICE",0.00
"Tau","fk10","SAFLR",0.00
"Tau","fk10","SBEET",0.00
"Tau","fk10","SUBTRP",5.45
"Tau","fk10","VINE",6.67
"Tau","fk09","ALFAL",1.85
"Tau","fk09","ALPIS",0.39
"Tau","fk09","CORN",11.81
"Tau","fk09","COTTN",0.30
"Tau","fk09","CUCUR",0.00
"Tau","fk09","DRYBN",0.84
"Tau","fk09","FRTOM",0.00
"Tau","fk09","GRAIN",3.01
"Tau","fk09","ONGAR",2.77
"Tau","fk09","OTHDEC",2.78
"Tau","fk09","OTHFLD",0.00
"Tau","fk09","OTHTRK",5.02
"Tau","fk09","PASTR",0.00
"Tau","fk09","POTATO",19.58
"Tau","fk09","PRTOM",25.31
"Tau","fk09","RICE",0.00
"Tau","fk09","SAFLR",0.00
"Tau","fk09","SBEET",0.00
"Tau","fk09","SUBTRP",0.00
"Tau","fk09","VINE",5.61
"Tau","ot2","ALFAL",1.86
"Tau","ot2","ALPIS",0.45
"Tau","ot2","CORN",13.66
"Tau","ot2","COTTN",0.35
"Tau","ot2","CUCUR",0.51
"Tau","ot2","DRYBN",0.97
"Tau","ot2","FRTOM",0.00
"Tau","ot2","GRAIN",3.27
"Tau","ot2","ONGAR",7.95
"Tau","ot2","OTHDEC",3.21
"Tau","ot2","OTHFLD",2.60
"Tau","ot2","OTHTRK",5.40
"Tau","ot2","PASTR",0.00
"Tau","ot2","POTATO",21.80
"Tau","ot2","PRTOM",31.40
"Tau","ot2","RICE",0.00
"Tau","ot2","SAFLR",0.00
"Tau","ot2","SBEET",0.00
"Tau","ot2","SUBTRP",0.00
"Tau","ot2","VINE",6.48
"Tau","ot3","ALFAL",0.00
"Tau","ot3","ALPIS",0.38
"Tau","ot3","CORN",0.00
"Tau","ot3","COTTN",0.00
"Tau","ot3","CUCUR",0.00
"Tau","ot3","DRYBN",0.00
"Tau","ot3","FRTOM",0.00
"Tau","ot3","GRAIN",0.00
"Tau","ot3","ONGAR",0.00
"Tau","ot3","OTHDEC",0.00
"Tau","ot3","OTHFLD",0.00
"Tau","ot3","OTHTRK",0.00
"Tau","ot3","PASTR",0.00
"Tau","ot3","POTATO",0.00
"Tau","ot3","PRTOM",0.00
"Tau","ot3","RICE",0.00
"Tau","ot3","SAFLR",0.00
"Tau","ot3","SBEET",0.00
"Tau","ot3","SUBTRP",4.43
"Tau","ot3","VINE",0.00
"Tau","ot1","ALFAL",0.00
"Tau","ot1","ALPIS",0.38
"Tau","ot1","CORN",0.00
"Tau","ot1","COTTN",0.00
"Tau","ot1","CUCUR",0.00
"Tau","ot1","DRYBN",0.00
"Tau","ot1","FRTOM",0.00
"Tau","ot1","GRAIN",0.00
"Tau","ot1","ONGAR",0.00
"Tau","ot1","OTHDEC",2.86
"Tau","ot1","OTHFLD",0.00
"Tau","ot1","OTHTRK",0.00
"Tau","ot1","PASTR",0.00
"Tau","ot1","POTATO",0.00
"Tau","ot1","PRTOM",0.00
"Tau","ot1","RICE",0.00
"Tau","ot1","SAFLR",0.00
"Tau","ot1","SBEET",0.00
"Tau","ot1","SUBTRP",0.00
"Tau","ot1","VINE",5.58
